model_name,trial_number,objective_pr_auc,default_precision,default_recall,default_f1_score,default_roc_auc,best_f1_threshold,best_f1_precision,best_f1_recall,best_f1_score,best_cost_threshold,minimum_business_cost,best_cost_precision,best_cost_recall,best_cost_f1_score,best_cost_false_negatives,best_cost_false_positives,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,scale_pos_weight
xgboost_weighted,34,0.8310874927805568,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.973007560431977,0.75,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.01,68900,0.6285714285714286,0.8354430379746836,0.717391304347826,13,39,453,11,0.045733090504498135,1.8420564198449105,0.6858525269709881,0.5822445204479881,0.023852398327188478,0.00034780113802556836,3.620187533109426e-07,292.01913362441303
xgboost_weighted,35,0.8155221237482534,0.8378378378378378,0.7848101265822784,0.8104575163398693,0.9660762832838486,0.81,0.9375,0.759493670886076,0.8391608391608392,0.02,65100,0.40236686390532544,0.8607594936708861,0.5483870967741935,11,101,676,12,0.007468829404644069,3.29382075066601,0.9463538259678179,0.6494163889034419,2.5338462084387196e-05,0.05986350842958,2.682330182309893e-08,381.18764182926355
xgboost_weighted,36,0.8232580002262766,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9784835170339288,0.68,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.02,76700,0.7901234567901234,0.810126582278481,0.8,15,17,800,9,0.06628450251727698,0.06467189536871282,0.8911574195856241,0.5485378859389887,0.0925322854410494,0.006291088929429595,1.0790766007229064e-08,207.78231672571337
xgboost_weighted,37,0.8223635587439269,0.8378378378378378,0.7848101265822784,0.8104575163398693,0.9744897334509462,0.88,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,70000,0.3119266055045872,0.8607594936708861,0.45791245791245794,11,150,381,10,0.029880027976358223,5.7757439460520965,0.746102598157949,0.6059245189095721,0.0014568060469257475,0.0010801823539347579,0.03401735990816561,370.0322938583847
xgboost_weighted,38,0.8279072901811667,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9684345704021748,0.47000000000000003,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.05,76200,0.8421052631578947,0.810126582278481,0.8258064516129032,15,12,270,11,0.12078078210359436,0.25802795841359344,0.6171229057979821,0.7156333278812469,2.126653345636356e-06,0.0002708118862487489,4.274715216090772e-08,301.0198402498737
xgboost_weighted,39,0.8304497327886524,0.8611111111111112,0.7848101265822784,0.8211920529801324,0.9763008144786307,0.92,0.953125,0.7721518987341772,0.8531468531468531,0.03,67900,0.6947368421052632,0.8354430379746836,0.7586206896551724,13,29,583,10,0.09215212505207139,0.6951851900763835,0.8198153215169871,0.5911574833059903,1.0349542262603713,0.4711577256888057,2.2622743630901686e-07,452.7555094814895
xgboost_weighted,40,0.8332507029015815,0.9014084507042254,0.810126582278481,0.8533333333333334,0.9812594783663678,0.5800000000000001,0.927536231884058,0.810126582278481,0.8648648648648649,0.26,66300,0.8354430379746836,0.8354430379746836,0.8354430379746836,13,13,897,12,0.16666513479500472,19.15228010748929,0.5633028690408752,0.7493016501874794,1.1176741657392285e-05,1.4771563688664102e-08,0.00036844995155353196,181.67454983240833
xgboost_weighted,41,0.8337071514305374,0.9104477611940298,0.7721518987341772,0.8356164383561644,0.9700351447390023,0.89,0.953125,0.7721518987341772,0.8531468531468531,0.01,67600,0.717391304347826,0.8354430379746836,0.7719298245614035,13,26,594,4,0.11943298755336026,0.16385519565196346,0.6341300516253062,0.8568841713050703,1.1823776878655253e-07,0.16389056880917083,3.286095779223545e-08,907.778158377835
xgboost_weighted,42,0.8381551424047877,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.973037056412454,0.09999999999999999,0.8904109589041096,0.8227848101265823,0.8552631578947368,0.09999999999999999,70800,0.8904109589041096,0.8227848101265823,0.8552631578947368,14,8,485,4,0.0942608364776985,0.12071844847881986,0.6808107384764399,0.7809853716878681,2.1749423266566747e-06,0.010094819072056224,6.676386271904085e-08,252.50737454809405
xgboost_weighted,43,0.7998463976855856,0.7111111111111111,0.810126582278481,0.757396449704142,0.96849648413478,0.99,0.921875,0.7468354430379747,0.8251748251748252,0.4,67600,0.717391304347826,0.8354430379746836,0.7719298245614035,13,26,543,9,0.15349212539134263,1.1333377440667711,0.9987842698453697,0.9990078657374311,9.414361035633567,8.97221828568604,7.086831697149483e-07,512.7961234059662
xgboost_weighted,44,0.8392301175583213,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9717790250187133,0.53,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,67700,0.7096774193548387,0.8354430379746836,0.7674418604651163,13,27,780,5,0.04869450802439409,0.33039696132709956,0.6092850721721111,0.6847502782887034,0.11732718443943674,0.05315061792229294,2.5297918082052187e-08,671.6468033447692
xgboost_weighted,45,0.8430092063840651,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9797874619821856,0.74,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.02,71800,0.7831325301204819,0.8227848101265823,0.8024691358024691,14,18,789,7,0.04919327883719787,0.33444162595626586,0.6062487669447048,0.6750810729368601,0.07751619064698517,0.08543113692393563,2.2443364803829527e-08,658.0525558926757
xgboost_weighted,46,0.8364003007066703,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9746401351249823,0.49,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.21000000000000002,75900,0.8767123287671232,0.810126582278481,0.8421052631578947,15,9,874,7,0.047922009519560695,0.3003618226540189,0.6133118098990242,0.6918425407446568,0.09344952325197463,1.4311960580662087e-05,1.0688169310715659e-08,653.8936376684715
xgboost_weighted,47,0.8373370016302207,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.977819022681296,0.7100000000000001,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.02,64300,0.6090909090909091,0.8481012658227848,0.708994708994709,12,43,777,6,0.036386461534574144,0.46902227306149846,0.5510503293993064,0.6554032024801323,0.013920516998015242,1.2146896789523873,2.3680979500696235e-08,793.7824167708851
xgboost_weighted,48,0.8302246930410281,0.9,0.7974683544303798,0.8456375838926175,0.9716524149138356,0.65,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,68000,0.3434343434343434,0.8607594936708861,0.49097472924187724,11,130,853,5,0.02513861390392367,0.2129163097789825,0.5390483816744449,0.6743170034427378,0.00017769881815028342,1.124917124529196e-06,1.9397697931859262e-07,607.0275020427247
xgboost_weighted,49,0.8412381774805784,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9777623959640594,0.67,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.02,66800,0.7857142857142857,0.8354430379746836,0.8098159509202454,13,18,1028,4,0.06657672158910274,0.35205439731422333,0.5146891958937372,0.7589425830631238,0.0009649568235884291,0.0009054457896548687,4.401094976019644e-06,798.6187507201746
xgboost_weighted,50,0.8322716398196799,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.9700407100183376,0.38,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.02,68200,0.673469387755102,0.8354430379746836,0.7457627118644068,13,32,1196,3,0.06630742714825395,0.44984104111857476,0.5034678141663839,0.8326047598838391,0.000999890547088933,0.0006454321934390817,8.399671681024325e-06,819.3870245152034
xgboost_weighted,51,0.8458941655762139,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9714801695184087,0.28,0.9142857142857143,0.810126582278481,0.8590604026845637,0.01,68500,0.6534653465346535,0.8354430379746836,0.7333333333333333,13,35,1154,4,0.041616757014749185,0.3591584144911381,0.5321839444356917,0.7605255147391347,0.0002214462974130254,0.0040707658116327095,0.008722804129029387,748.1419452134103
xgboost_weighted,52,0.8420458368377355,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.974248617723745,0.9400000000000001,0.9384615384615385,0.7721518987341772,0.8472222222222222,0.01,61000,0.53125,0.8607594936708861,0.6570048309178744,11,60,1119,4,0.03635224020960527,0.6192421308613179,0.5144997975819521,0.7571696947674933,0.0001486340100902511,0.003961794561880506,0.02025099906172304,750.031960991756
xgboost_weighted,53,0.8272195441603419,0.7974683544303798,0.7974683544303798,0.7974683544303798,0.9700039791747246,0.85,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.11,66400,0.5114503816793893,0.8481012658227848,0.638095238095238,12,64,1054,4,0.019252599476310375,0.5734495083597803,0.5065620893923289,0.8064095110172775,0.00019816190335598128,0.0055165538355802825,0.02738523469373347,844.2873214244444
xgboost_weighted,54,0.84437273245226,0.9,0.7974683544303798,0.8456375838926175,0.9738328913573995,0.5700000000000001,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.04,66800,0.7857142857142857,0.8354430379746836,0.8098159509202454,13,18,1121,4,0.039933620351319414,0.2366559934536797,0.5446748520485392,0.7621019284245946,6.590022020530011e-05,0.01749981104566519,0.3308345836658646,761.8667240534223
xgboost_weighted,55,0.829765863401283,0.8441558441558441,0.8227848101265823,0.8333333333333334,0.9717578769572393,0.7100000000000001,0.9142857142857143,0.810126582278481,0.8590604026845637,0.22,62900,0.6979166666666666,0.8481012658227848,0.7657142857142857,12,29,1133,3,0.03265702292265714,0.1414336057322686,0.527664226046119,0.7619675686781403,0.0001063997231550575,0.012750117110136915,0.2049641800214725,735.3364005692629
xgboost_weighted,56,0.8363875509533455,0.8767123287671232,0.810126582278481,0.8421052631578947,0.9737391164006,0.55,0.9014084507042254,0.810126582278481,0.8533333333333334,0.03,64100,0.4276729559748428,0.8607594936708861,0.5714285714285714,11,91,1126,3,0.04169823671724042,0.20231797382217812,0.556904367531554,0.7211131800390453,1.7464378704462017e-05,0.0029093637004013774,0.004709945246213278,747.9677611579482
xgboost_weighted,57,0.8281949998026611,0.7926829268292683,0.8227848101265823,0.8074534161490683,0.9741339729694383,0.97,0.9384615384615385,0.7721518987341772,0.8472222222222222,0.21000000000000002,67700,0.7096774193548387,0.8354430379746836,0.7674418604651163,13,27,991,4,0.025382653277901384,0.09231552125664041,0.5734467091189241,0.8006132519392465,0.00046897021237965697,0.020615983697313815,6.287919245418416,910.941777216156
xgboost_weighted,58,0.8105841420791907,0.8289473684210527,0.7974683544303798,0.8129032258064516,0.9698761168819967,0.9500000000000001,0.9375,0.759493670886076,0.8391608391608392,0.04,72200,0.2046783625730994,0.8860759493670886,0.332541567695962,9,272,1113,6,0.009550329445001705,0.043864171338076505,0.5901360575017216,0.7385053515816903,0.006315785824220194,0.25064562842214544,0.14659481985738104,994.8436630034123
xgboost_weighted,59,0.8417164891491993,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.9752083501451148,0.47000000000000003,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.01,69000,0.6226415094339622,0.8354430379746836,0.7135135135135136,13,40,1085,5,0.036029197669344586,0.263337093396836,0.5244144621051965,0.7061326250508024,6.486825267843674e-05,0.003515598582529869,1.3700023960264691,566.1141798776353
xgboost_weighted,60,0.8375991936032846,0.863013698630137,0.7974683544303798,0.8289473684210527,0.9740866680950884,0.59,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.04,64000,0.6261682242990654,0.8481012658227848,0.7204301075268817,12,40,1086,5,0.020681287263109194,0.24961852792203534,0.5268068347483511,0.9009373645377688,4.634587587844042e-06,0.0002137952522019137,1.1668931505949014,567.5016812181736
xgboost_weighted,61,0.8390810983888326,0.9,0.7974683544303798,0.8456375838926175,0.9749540168794922,0.79,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.11,71100,0.8552631578947368,0.8227848101265823,0.8387096774193549,14,11,1171,4,0.03530309656750173,0.44491275238946887,0.5468009775599216,0.7027644504640217,6.900117370609051e-05,0.003933749229841771,0.4769890440038042,706.6980045789584
xgboost_weighted,62,0.8434824087536588,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.9758144090647269,0.54,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.01,65000,0.5726495726495726,0.8481012658227848,0.6836734693877551,12,50,1014,5,0.04119456391025291,0.5750769941474327,0.5231081247090712,0.7737305924836563,0.00027606128286170826,0.10218085465789155,2.3484368414342227,639.2172878980709
xgboost_weighted,63,0.8296442533960775,0.8076923076923077,0.7974683544303798,0.802547770700637,0.9730248127979164,0.9600000000000001,0.953125,0.7721518987341772,0.8531468531468531,0.08,64800,0.40963855421686746,0.8607594936708861,0.5551020408163265,11,98,984,5,0.013664601811874549,0.9044346369956141,0.5260045634168895,0.8266555187387805,3.409926937464669e-05,0.013247411355540356,1.0108816706814945,640.8493405680545
xgboost_weighted,64,0.8389831831790834,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.9757392777937007,0.72,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.14,71200,0.8441558441558441,0.8227848101265823,0.8333333333333334,14,12,1026,6,0.04035214132949445,0.6420698816593231,0.5658282027539021,0.7721632819167705,0.0003587799290642933,0.0014983642751343394,2.478459391557198,762.1086451229911
xgboost_weighted,65,0.8374603726235621,0.8533333333333334,0.810126582278481,0.8311688311688312,0.9761586215916143,0.75,0.9142857142857143,0.810126582278481,0.8590604026845637,0.04,62700,0.4689655172413793,0.8607594936708861,0.6071428571428571,11,77,1155,4,0.029735605281205838,0.18891632053782412,0.5184760559978585,0.745804314084806,0.0002256580719924813,0.02752686682515597,9.70069700929141,688.9259850197749
