model_name,trial_number,objective_pr_auc,default_precision,default_recall,default_f1_score,default_roc_auc,best_f1_threshold,best_f1_precision,best_f1_recall,best_f1_score,best_cost_threshold,minimum_business_cost,best_cost_precision,best_cost_recall,best_cost_f1_score,best_cost_false_negatives,best_cost_false_positives,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda
lightgbm_balanced,11,0.8119130273283371,0.75,0.8354430379746836,0.7904191616766467,0.9741186684512663,0.98,0.953125,0.7721518987341772,0.8531468531468531,0.47000000000000003,62200,0.7528089887640449,0.8481012658227848,0.7976190476190477,12,22,207,0.19421173364436364,88,3,118,0.65899058467598,0.6684890665548907,1.4208891174158175e-08,9.672321737519297
lightgbm_balanced,12,0.8317058816819621,0.9014084507042254,0.810126582278481,0.8533333333333334,0.9671951826942073,0.62,0.9142857142857143,0.810126582278481,0.8590604026845637,0.62,75600,0.9142857142857143,0.810126582278481,0.8590604026845637,15,6,218,0.08892270730026632,235,10,68,0.6566973726554995,0.643030751155981,1.7834021940123987e-07,0.029141358119085387
lightgbm_balanced,13,0.8388385138361701,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9720481062745743,0.67,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.01,71400,0.8227848101265823,0.8227848101265823,0.8227848101265823,14,14,377,0.09405578629964342,80,6,6,0.5127747474052716,0.7847800522849089,8.091638472802557e-06,0.045790499775215564
lightgbm_balanced,14,0.8443526810589708,0.9411764705882353,0.810126582278481,0.8707482993197279,0.9765529216325189,0.49,0.9411764705882353,0.810126582278481,0.8707482993197279,0.08,71000,0.8666666666666667,0.8227848101265823,0.8441558441558441,14,10,1174,0.11393682172247574,119,5,63,0.6115637336978051,0.5955333770282131,4.448098583586087e-06,2.0174083537469842
lightgbm_balanced,15,0.8397863513123317,0.9014084507042254,0.810126582278481,0.8533333333333334,0.977192372228143,0.4,0.9027777777777778,0.8227848101265823,0.8609271523178808,0.01,66900,0.49264705882352944,0.8481012658227848,0.6232558139534884,12,69,1171,0.04241012812610263,52,5,57,0.7487661045614422,0.6026532998184428,0.00030225899919589954,6.243069797304175
lightgbm_balanced,16,0.8437515167257529,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9657445926354657,0.87,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.01,71000,0.8666666666666667,0.8227848101265823,0.8441558441558441,14,10,1030,0.13663902194737598,120,3,5,0.6200519622463855,0.58773306839433,1.185634571936907e-05,0.00997288368341444
lightgbm_balanced,17,0.8470543130989865,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.974241661124576,0.47000000000000003,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.08,71100,0.8552631578947368,0.8227848101265823,0.8387096774193549,14,11,1010,0.058724850344803396,117,5,52,0.71804991678614,0.770272615311094,0.00022871952228039193,0.3659434861269383
lightgbm_balanced,18,0.8340154844553349,0.8857142857142857,0.7848101265822784,0.8322147651006712,0.963632569127726,0.35000000000000003,0.8873239436619719,0.7974683544303798,0.84,0.01,70300,0.5546218487394958,0.8354430379746836,0.6666666666666666,13,53,1043,0.027900708756809337,60,5,82,0.8730691549031339,0.7904982666120643,0.0025358079535907365,3.9233028601151885e-05
lightgbm_balanced,19,0.8474332140831863,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.973914979227595,0.5,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.01,66800,0.7857142857142857,0.8354430379746836,0.8098159509202454,13,18,998,0.06591826311171747,108,4,50,0.7231610042250181,0.8693797294200621,0.0017864599067244854,0.15334269642492415
lightgbm_balanced,20,0.8382497747169955,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9665304100776078,0.43,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.04,71200,0.8441558441558441,0.8227848101265823,0.8333333333333334,14,12,991,0.06477419380557896,108,6,51,0.7238391793612565,0.8906856911509817,0.004503521565269782,0.0014570018982921372
