iter	Logloss
116	0.0117449596
117	0.01160929932
118	0.01138014487
119	0.01122139674
120	0.01106395782
121	0.01085401946
122	0.0107551153
123	0.01065605894
124	0.01051199466
125	0.01029617258
126	0.01022919603
127	0.01006079617
128	0.009926070364
129	0.009734477193
130	0.009632786767
131	0.009555969174
132	0.009347643449
133	0.009218225312
134	0.009115317875
135	0.00899642099
136	0.008872377523
137	0.008793347305
138	0.008691556331
139	0.008640892893
140	0.008579366162
141	0.008463874309
142	0.008407563114
143	0.008322124728
144	0.008203907427
145	0.008086737144
146	0.007989522598
147	0.007894352266
148	0.007808828606
149	0.007621707584
150	0.00743142366
151	0.007274609889
152	0.007203316452
153	0.007125424165
154	0.007067591651
155	0.007020001449
156	0.006954762909
157	0.006907454744
158	0.006780504029
159	0.006657383045
160	0.006522491776
161	0.006401422433
162	0.006314461604
163	0.00625309282
164	0.00612408424
165	0.006001394886
166	0.005914113938
167	0.005880639544
168	0.005843004619
169	0.005747563113
170	0.005685278874
171	0.005631557833
172	0.005563789455
173	0.005495273053
174	0.005465045546
175	0.005379610021
176	0.00530341016
177	0.005268428949
178	0.005133179212
179	0.00508547046
180	0.005036512413
181	0.004939565452
182	0.004884547113
183	0.004846522553
184	0.004798195347
185	0.004745631623
186	0.004673748783
187	0.00465004127
188	0.004604418629
189	0.004554091243
190	0.004521866061
191	0.004444476476
192	0.004389896322
193	0.004293094807
194	0.004226329113
195	0.004197826183
196	0.004140196614
197	0.004112018749
198	0.004095053614
199	0.004062038233
200	0.004036667219
201	0.003983626347
202	0.003940743843
203	0.003900381343
204	0.003865173922
205	0.00383525439
206	0.003817722833
207	0.003780685722
208	0.003756676894
209	0.003725729683
210	0.003715453456
211	0.00369695903
212	0.003652142137
213	0.003614461893
214	0.003584161869
215	0.003575737014
216	0.003528379069
217	0.003498870836
218	0.003464787038
219	0.003445036647
220	0.003413186152
221	0.003379708002
222	0.003356583608
223	0.003336621962
224	0.003309516774
225	0.003275716704
226	0.003255465634
227	0.003221587944
228	0.003207517501
229	0.003173885705
230	0.003118179243
231	0.003077467477
232	0.003060170848
233	0.003028854074
234	0.003017560871
235	0.002984991282
236	0.002949600271
237	0.002933697688
238	0.002913034776
239	0.002886410418
240	0.002871458439
241	0.002838982178
242	0.002804545305
243	0.002782568702
244	0.002734375232
245	0.002722428989
246	0.002709912493
247	0.002687107707
248	0.002677339264
249	0.00265952777
250	0.00264119993
251	0.002604336065
252	0.002589869065
253	0.00257958579
254	0.002562184304
255	0.00254373812
256	0.002528633895
257	0.002511378901
258	0.002482344881
259	0.002477347715
260	0.002467418996
261	0.002457396791
262	0.002451834651
263	0.002439855193
264	0.002421150414
265	0.002407467084
266	0.002394236768
267	0.002375662623
268	0.002358156175
269	0.002344568036
270	0.00232912545
271	0.002298940239
272	0.002287519619
273	0.002272204916
274	0.002255229531
275	0.002232017341
276	0.002202096994
277	0.002194697949
278	0.00218979527
279	0.002171728717
280	0.002155605082
281	0.002151223897
282	0.002131341596
283	0.00211973814
284	0.002106896603
285	0.002095350847
286	0.002074132453
287	0.002056268626
288	0.002050260582
289	0.002028758215
290	0.002019496295
291	0.00200309969
292	0.001991703516
293	0.00198341778
294	0.001978192933
295	0.001964165288
296	0.001941394381
297	0.001921228601
298	0.001913538928
299	0.001913538928
300	0.00190823705
301	0.001892611118
302	0.001877566351
303	0.001865185136
304	0.001836118986
305	0.001817829783
306	0.001804373284
307	0.001794094518
308	0.00178544269
309	0.00178544269
310	0.001775767887
311	0.0017699739
312	0.0017699739
313	0.0017699739
314	0.0017699739
315	0.00176201469
316	0.001761972355
317	0.001762012163
318	0.001756001914
319	0.001755970378
320	0.001750763984
321	0.001750759934
322	0.001750790738
323	0.001750790738
324	0.001750790738
325	0.001750790738
326	0.001750790738
327	0.001750790738
328	0.001750790738
329	0.001750790738
330	0.001750790738
331	0.001750790738
332	0.001750790738
333	0.001750790738
334	0.001738828987
335	0.001722244345
336	0.001710113336
337	0.001701270003
338	0.001691985256
339	0.001677103534
340	0.001673477791
341	0.001666467343
342	0.001666467343
343	0.001666467343
344	0.001666453058
345	0.001666453058
346	0.001666453058
347	0.001666453058
348	0.001666453058
349	0.001657755999
350	0.001655653305
351	0.001644991159
352	0.001634950027
353	0.001627678907
354	0.001627688546
355	0.001622456226
356	0.001615475155
357	0.001602182122
358	0.001591337718
359	0.001591337718
360	0.001591363079
361	0.001591363079
362	0.001591363079
363	0.001591329585
364	0.001591363619
365	0.001591363619
366	0.001591363619
367	0.00158891694
368	0.001574664219
369	0.001574664219
370	0.001562546489
371	0.00156254639
372	0.00156254639
373	0.00156254639
374	0.00156254639
375	0.00156254639
376	0.001562539654
377	0.001562529713
378	0.001562529713
379	0.001562529713
380	0.001551020723
381	0.001547645693
382	0.001547645693
383	0.001547645693
384	0.001547645693
385	0.001547645693
386	0.001547645693
387	0.001547645693
388	0.001547645693
389	0.001547599453
390	0.001547599453
391	0.001547599453
392	0.001547599453
393	0.001547599453
394	0.001547599453
395	0.001547599453
396	0.001547599453
397	0.001547599453
398	0.001547599453
399	0.001547599453
